id,competency_id,competency_name,learner_outcome_id,name,description,example,progression_level_1_emerging,progression_level_2_developing,progression_level_3_proficient,progression_level_4_applying
GC.SAg.1.a,GC.SAg.1,Community Advocacy,GC,Power dynamics,"Students analyze–and apply their analysis–of how power dynamics might impact a community in the context of a particular issue. In turn, they can successfully determine what advocacy or action will be most effective.","During a class debate on zoning policy, a student examines how corporate influence and political power impact environmental regulations. They argue that the most effective advocacy involves grassroots movements combined with legal action, ensuring that all communities have a voice in decision-making processes and that the policies implemented are fair and sustainable.","I can explain what advocacy/action I think will be most impactful for my community, and why I think that.","I can name a power dynamic that I think is affecting my community/context, and suggest action/advocacy that I think would make a difference.",I evaluate the way in which power dynamics might be impacting my community/context in order to determine what advocacy/action will be most impactful.,I apply my analysis of the power dynamics of my community/context in order to intentionally challenge unfair outcomes.
GC.SAg.1.b,GC.SAg.1,Community Advocacy,GC,Self and Community,"Learners think about how they stand up against exclusionary, prejudicial, and discriminatory practices, beliefs, and policies in their community and society, with a goal of making their efforts more impactful and meaningful.","After writing an essay on a novel that features discriminatory themes, a student reflects on how their analysis challenges—or fails to challenge—the exclusionary beliefs depicted in the story. They revise their essay to more effectively articulate methods to confront these issues in both the literature and in real-life situations.","I recognize instances in which someone in my community stood up for themselves or another when confronted with exclusion, prejudice, or discrimination.","I can stand up for myself and others when confronted with exclusion, prejudice, or discrimination.","I recognize patterns of exclusion, prejudice, and discrimination in my community, and seek opportunities to change them.","I explore more effective ways to challenge exclusionary, prejudicial, and discriminatory local/societal practices, beliefs, and policies."
GC.SAg.1.c,GC.SAg.1,Community Advocacy,GC,Case-making,"Students skillfully express their ideas across different formats—whether in conversation, writing, or public speaking—to clearly expose unjust policies, practices, and beliefs. They continuously refine their message, adapting it through ongoing dialogue to make it even more compelling and impactful.","A student develops a presentation on the effects of censorship in literature. As they receive questions and comments from peers and constituents on both sides of the issue, they adjust their language and examples to better connect with each audience, ensuring their message is understood and that they contribute meaningfully and convincingly to the debate.","I can convey ideas and language that connect to unjust policies, practices, and/or ideas.","I can convey ideas and language in a range of formats (conversational, written, public speaking, etc.) to describe unjust policies, practices, and/or ideas.","I convey ideas and language in a range of formats (conversational, written, public speaking, etc.) that clearly describe unjust policies, practices, and ideas, and seek new avenues to contribute to ongoing conversations.","I convincingly convey ideas and language in a range of formats (conversational, written, public speaking, etc.) that clearly describe unjust policies, practices, and ideas, and refine my messaging based on ongoing conversations."
GC.SAg.2.a,GC.SAg.2,Community Mobilization,GC,Effective advocacy,"Learners figure out how effective their actions and advocacy are by looking at both short- and long-term results. They keep track of any issues, successes, and areas for improvement to guide future advocacy efforts.","In a science class, a student group conducts a project on local water quality, discovering harmful contaminants in a nearby river. They present their findings and proposed solutions to the city council, advocating for stricter environmental regulations. After their testimony, they track the council members’ votes and monitor the implementation of their recommended policies. As the water quality improves over time, the students refine their advocacy strategies based on which approaches were most effective, ensuring their future efforts continue to create positive, measurable change.",I consider the likely effectiveness of proposed actions and advocacy for improvement of my school community.,"I consider the appropriateness of my own actions and advocacy, and can describe how they may have affected people with similar beliefs.",I modify my actions and advocacy to enhance my effectiveness in order to better create momentum toward goals that benefit my communities.,"I determine how my actions and advocacy are effective by evaluating evidence of short and long-term results and by documenting implications, issues, shortfalls, and/or remedies for future advocacy action."
GC.SAg.2.c,GC.SAg.2,Community Mobilization,GC,Building relationships,"Learners build trusting relationships and create strong group structures to drive action toward goals that benefit their communities, working together for a future that is fair and sustainable.","A student leads a group project on access to educational technology in local high schools. They invite representatives from all local schools to participate and establish a strong group structure by setting clear goals, fostering active listening, and determining a process for consensus-building. By building trust within the group, they ensure a collaborative effort that results in a comprehensive proposal for the school board, aimed at making resources more accessible for all students.",I can describe ways in which community members help improve their communities.,I can engage with others to help improve our communities.,I contribute to building trusting relationships and group structures to create momentum and action toward goals that benefit my communities.,I build trusting relationships and group structures to create momentum and action toward goals that benefit my communities and build toward a future that is fair and sustainable.
LL.SAw.1.a,LL.SAw.1,Wellness,LL,Thoughts and behavior,"Students recognize and understand their emotions, thoughts, values, and strengths, and can trace them back to where they come from. They are capable of exploring how emotional responses might evolve or adapt in different situations and staying open to growth and change as they navigate new experiences.","During a lesson on genetics, a student whose family carries the BRCA1 mutation feels anxious and fearful. The student is aware that cancer is influenced by environmental factors as well as genetics. After thinking a moment about how to express their confusion calmly and clearly, the student shares what they know and asks for a more nuanced explanation of pure genetics, epigenetics, and environmental influence. The teacher incorporates the new information into a conversation about genotype versus phenotype and gene therapies as an application of the pure science. The student is more comfortable and excited about pursuing scientific inquiry.","I can recognize and describe my own emotions, thoughts, values, and strengths.","I can recognize and describe my own emotions, thoughts, values, and strengths and explain how they influence my behavior.","I describe my own emotions, thoughts, values, and strengths, and explain their origins.","I describe my own emotions, thoughts, values, and strengths, and examine potential circumstances in which they may change."
LL.SAw.1.b,LL.SAw.1,Wellness,LL,Meeting my needs,"Students recognize when their personal needs are met or are not being fulfilled. They notice patterns in how different situations and conditions affect them, and recognize how they respond to these patterns.","A student notices they consistently feel stressed before tests, especially when they don’t have enough time to review. Recognizing this pattern, they start organizing study sessions well in advance, ensuring they feel prepared and more relaxed before future exams.",I can identify when personal needs are and/or are not being met.,"I can identify when personal needs are and/or are not being met, and describe the accompanying conditions if possible.","I identify when my personal needs are and are not being met, and identify and describe patterns of conditions.",I identify when and how my personal needs are and are not being met based on patterns of conditions and my responses to them.
LL.SAw.1.c,LL.SAw.1,Wellness,LL,Group identity,"Learners can describe who they are with confidence, fully aware of their membership in different social groups and how these affiliations shape their identity. They recognize how each of their social identities adds unique layers to their character, influencing their physical, intellectual, social, and emotional well-being. They also understand how these identities affect their life and have learned to respond to these impacts in ways that support their overall health and growth.","For their senior capstone project, a student discusses how their social identities—such as being a first-generation high school graduate, an athlete, and a high-achieving student—have affected their stress levels but also helped them develop coping mechanisms. This understanding ultimately led to their successful path through high school, and now informs their post-secondary choices in ways that support their physical, intellectual, and emotional well-being.",I can talk about myself and describe my various group identities.,I can describe myself including an awareness of and comfort with my membership in multiple groups in society.,I describe how my different social identities create important and unique aspects of who I am.,"I describe how my social identities create unique aspects of who I am, how these identities impact my physical, intellectual, social, and emotional health, and how I productively react to these impacts."
LL.SAw.2.a,LL.SAw.2,Managing Conflict,LL,Recognizing Conflict,"Students recognize and reflect on moments when they feel at odds with someone else’s ideas, claims, or actions. They can thoughtfully address these differences, exploring disagreement in a way that eases tension rather than escalating it.","While working on a group project on nutrition, a student feels frustrated when a teammate suggests the only way to be healthful is to buy organic products.The student recognizes their own frustration stems from their experiences in FFA, where they learned that the cost-benefit to farmers of growing organic often doesn't work out. The student addresses the teammate’s suggestion by explaining their concerns. Together the students consider how food supply chains can impact individual's choices at the grocery store. As part of their final project, they include a reflection on how they turned the disagreement into an opportunity for collaboration rather than conflict.","I can acknowledge a moment during which I felt in conflict with another’s ideas, claims, or actions when it is pointed out to me by someone else.","I can reflect on a moment during which I felt in conflict with another’s ideas, claims, or actions.","I identify moments during which I feel in conflict with another’s ideas, claims, or actions.","I identify and analyze a moment during which I feel I am in conflict with another’s ideas, claims, or actions, and call attention to it in a way that does not escalate the conflict."
LL.SAw.2.b,LL.SAw.2,Managing Conflict,LL,Reacting to conflict,"Learners recognize the physical, mental, and emotional reactions they feel during a conflict. They identify strategies to manage these responses and actively try to apply those strategies in the moment to keep the situation from escalating.","During a history discussion, a teacher references a textbook passage that downplays the negative impact of a historical event that a student’s family experienced firsthand. Feeling their heart rate and frustration rise, the student pauses to breathe, refocus, and mentally rehearse a respectful response. They then raise their hand and calmly challenge the passage, offering a more nuanced perspective. This approach not only corrects the misunderstanding but also fosters a deeper, more authentic classroom discussion.","I can identify possible or common physical, mental, and emotional reactions to conflict.","I can recognize the physical, mental, and emotional reactions I experience in a moment of conflict.","I describe the physical, mental, and emotional reactions I experience in a moment of conflict.","I describe the physical, mental, and emotional reactions I experience in a moment of conflict, identify a strategy to reduce the negative effects, and try to apply that strategy in the moment."
LL.SAw.2.c,LL.SAw.2,Managing Conflict,LL,Drivers of conflict,"Students take a deep look at the underlying forces within themselves, others, and the broader system that are fueling a conflict. By doing so, they can identify and bring attention to the root causes of the issue, rather than just the surface-level disagreements.","During a team project on financial literacy, a student argues vehemently about the necessity of payday lending for cash flow in communities with limited access to bank accounts, while another is concerned about the extremely high interest rates such lenders charge. Understanding that one argument prioritizes immediate financial benefits and the other focuses on long-term consequences, the students realize that the two concerns driven by related economic forces. By combining both perspectives, they are able to explore the deeper issues and research meaningful solutions.",I can identify the driving forces within others that are contributing to a moment of conflict.,I can identify the driving forces within myself that are contributing to a moment of conflict.,"I identify and analyze the driving forces within myself, others, and a larger system that are contributing to a moment of conflict.","I analyze and reflect on the driving forces within myself, others, and a larger system that are contributing to a moment of conflict, so that I am spotlighting what is at the root of the conflict."
LL.SAw.3.a,LL.SAw.3,Understanding Self,LL,Academic strengths,"Students recognize and reflect on their academic strengths and challenges, understanding how these have influenced their past performance. They use this insight to create thoughtful plans, leveraging their strengths and learning from setbacks, to confidently tackle new tasks and challenges.","A student struggles with complex algebraic equations but excels in geometry. After reflecting on past performance, they realize that geometry comes more easily to them because of their reliance on visual methods to understand complex concepts. To tackle algebra, they incorporate visual aids and diagrams, improving their understanding and performance in future assignments.",I can describe my academic strengths and challenge areas.,"I can describe my academic strengths and challenge areas, and how they shifted through personal struggle.","I describe my academic strengths and challenge areas, how they contributed to my previous performance in specific tasks, and apply that to a new task or challenge.","I use my knowledge of my academic strengths and challenge areas and previous successes/setbacks, to create meaningful plans to help me accomplish new tasks and face new challenges."
LL.SAw.3.b,LL.SAw.3,Understanding Self,LL,Skills and mindsets,"Students recognize their personal skills, challenges, and the mindsets that let them conquer new areas of learning. They can vividly describe how these qualities have shaped their journey so far and share their plans for continuing to grow and strengthen these traits as they pursue their postsecondary dreams.","A student recognizes that their curiosity and problem-solving mindset have driven their success in hands-on lab work, but they find theoretical concepts challenging. They reflect on how these strengths and challenges have shaped their academic path and decide to seek out more theoretical resources and study groups. They discuss their goals with their advisor, outlining how they’ll use these strategies to prepare for a future in engineering.",I can identify and describe skills and mindsets that are helpful for success in my postsecondary life.,"I can convincingly describe the skills and mindsets that make a person responsible, accountable, and prepared for what I want my postsecondary life to look like.","I explain how I have demonstrated skills and mindsets that make me personally responsible, accountable, and prepared for my postsecondary goals and interests.","I explain how I have demonstrated skills and mindsets that make me personally responsible, accountable, and prepared for my postsecondary goals and interests, and articulate how I plan to continue developing these skills and mindsets."
LL.SD.1.a,LL.SD.1,Self-Motivation,LL,Creating conditions for learning,"Students recognize and reflect on what sparks their motivation and engagement in learning. They identify the specific conditions that make them feel confident and capable so that they can actively establish these supportive structures, tailoring them to maximize success. Ultimately, they become skilled at adjusting these conditions based on their goals, ensuring they’re always set up for the best possible learning experience.","A student realizes they construct stronger analyses when they can read a text twice. They work with their teacher and their parents to structure their class time and home responsibilities to allow for extra reading time, which deepens their thinking and lets them produce higher quality assignments.",I can identify and reflect on when I feel most engaged and/or motivated in my learning.,I can identify and reflect on the conditions that make me feel capable of success.,I recreate or structure conditions for learning that will best support my success.,"I recreate or structure conditions for learning that will best support my success, and adjust the conditions I create based on what I want to learn."
LL.SD.1.b,LL.SD.1,Self-Motivation,LL,Making learning relevant,"Learners identify how their personal interests shape their learning and connect these interests to their education. They not only deliberately seek out personal relevance in their work, aligning it with their passions and goals, but also reflect on their progress toward mastery, fueling their curiosity and deepening their engagement with the subject.","In chemistry class, a student struggles to connect with the content. They are much more interested in human biology. Their teacher points out that the molecules they’re studying are the basis for many medications. Realizing the relevance to their passion, the student delves into how these chemicals impact human disease. The student connects their coursework to their goal of pursuing a medical career, reflecting on how an understanding of biochemistry will help them contribute to patient care.",I am aware of the influence that personal interests have on my learning.,I can connect my personal interests or personal context to making choices in my learning.,I intentionally find personal relevance in my work by aligning it with my interests or goals.,I intentionally find personal relevance in my work by aligning it to interests or goals and reflecting on progress towards mastery in order to build curiosity for a given topic.
LL.SD.1.c,LL.SD.1,Self-Motivation,LL,Making learning joyful,"Students learn to identify moments in which they are experiencing joy in learning, and understand what makes those moments so gratifying. Ultimately, they actively recreate the conditions that lead to joyful learning, ensuring that their educational journey is both fulfilling and engaging.","A student reflects on the excitement they felt when reading a fictional story based on real historical events from the late 20th century. Recognizing that the blend of creativity and historical research brought them joy, they decide to create a multi-media exhibition about the fall of the Berlin Wall for their final project. The process of weaving together historical facts with artistic expression and media technology makes the learning experience both engaging and fulfilling, as they explore history through a creative lens.",I can recognize when a past learning experience brings me joy.,I can recognize when a learning experience is bringing me joy.,I identify when a learning experience brings me joy and explain why it is bringing me joy.,I recreate the conditions that have led to me experiencing learning as an activity that brings me joy.
LL.SD.2.a,LL.SD.2,Wayfinding,LL,Weighing options,"Learners look at different choices and their possible outcomes to make smart decisions. They consider pros, cons, and risks. They match choices with personal goals.","A student must decide between taking a health sciences internship or signing up for an engineering class. They consider their strengths, what they enjoy, the tradeoffs of taking an off-site internship versus a school-based class, and how each experience can help them prepare for college and careers.","When faced with a decision about how best to learn or discover something new, I can identify an option to my initial thinking.","When presented with an opportunity to learn something new, I can consider multiple options and their implications.","When planning for a new learning opportunity, I examine potential external factors (i.e., timelines or potential interruptions) and contexts in order to consider options to my initial thinking.","I look at all the possible options when I set out to learn something, by considering my own past experiences and preferences, as well as external factors and contexts."
LL.SD.2.b,LL.SD.2,Wayfinding,LL,Iterative thinking,"Learners refine and improve ideas through repeated cycles of testing, feedback, and adjustment. They try different methods, learn from outcomes, and make necessary changes for better results.","A student interested in sports cars takes a summer job as a mechanic. Over the course of the summer, their boss notes the student’s growing strength in problem-solving but lack of enthusiasm for physical repairs. This feedback leads the student to a CAD automotive design course, where feedback from instructors refines their interest further toward design-focused work. With each step, the student adjusts their path, ultimately applying to colleges that emphasize creative problem-solving and design, demonstrating how reflection and feedback shaped their journey.",I can recognize when new information might impact my original thinking and/or learning plans.,"When faced with new information, I can modify my original thinking to incorporate the new information that I have learned.",I modify my thinking and plans to incorporate new information that I learn.,"I modify my original thinking and plans to incorporate new information that I learn, and I articulate how that modification impacts my thinking/plans."
LL.SD.3.a,LL.SD.3,Self-Advocacy,LL,Identifying allies,"Students can identify and cultivate key players who can help shape their success, understanding who they are and what drives them. They learn to effectively assess their situation and communicate with clarity and appropriate urgency, reaching out to others for guidance and motivating them to get involved. By engaging the right people and mobilizing their support, students turn challenges into opportunities.","A student struggles with mapping out the steps they should take to explore their postsecondary options.The student decides to do more research, seeking out published college guides, advice from relatives who went directly into the workforce, and materials from a military recruiter who visits the school. After gathering all this information, the student formulates questions regarding each option. They then bring the list of questions to their college counselor, who is well positioned to provide relevant information and targeted support because of the clarity the student has developed.",I can identify the people who will have an impact on the outcome of my work.,I can identify the people who will have an impact on the outcome of my work and articulate their goals.,"I clearly communicate to relevant stakeholders about a situation I’m in, and ask for the support I need.","I clearly communicate to relevant stakeholders about a situation I’m in, and make a compelling case to receive the support I need."
LL.SD.3.b,LL.SD.3,Self-Advocacy,LL,Visioning success,"Students identify their personal goals and define what success means to them. They recognize the value of advice and mentorship and understand that guidance from others can help them get closer to their dreams. They seek out mentors and build a strong, supportive community around themselves, intentionally connecting with those who can help them achieve their vision of success.","A student wants to pursue a career in engineering but struggles with advanced algebra. Unfortunately, no one in their social group has similar interests or goals. So, they muster the courage to approach a senior student who excels in math to ask for tutoring help. This mentor invites the student to join a mathlete study group. The student jumps at the opportunity to create a strong support system that motivates them and helps them succeed in achieving their academic targets.",I can describe a goal I have related to my own success.,"I can identify a goal I have for myself, and articulate what advice/mentorship might help me to get closer to the success I am seeking.",I seek advice and/or mentorship to support me in achieving my goals for personal growth.,"I describe my vision for success, and I intentionally build a supportive community that will help me to move toward that success."
LL.SM.1.a,LL.SM.1,Receiving Feedback,LL,Absorbing feedback,"Students who receive feedback well not only listen with an open mind, but also act on what they learn.","A student might ask, “Thank you for listening to my presentation. Could you provide any suggestions for improvement?” or “I know that conversation was challenging. Do you have any feedback on how I can enhance my participation?” As learners improve, they might seek out feedback from a broader and more diverse group of people to expand their own perspectives.",I can listen to feedback related to my performance.,"I can listen to, consider, and act on feedback related to my performance.",I ask for feedback in order to improve my performance.,I ask for feedback from people outside of my normal circle in order to improve my performance.
LL.SM.1.b,LL.SM.1,Receiving Feedback,LL,Evaluating feedback,"Evaluating feedback from multiple sources and through multiple cycles, a student can build a stronger foundation for action. As students gain more experience soliciting feedback, they may begin to recognize broader patterns of opportunity for self-improvement.","A student might reflect, “I am hearing the same feedback around my collaboration skills from both friends and coworkers. I now have a clear understanding of my strengths and areas for growth.”",I can identify specific points of feedback I choose to accept and not to accept.,I can explain why I chose to accept or not accept specific points of feedback.,"I analyze why people give me the specific points of feedback they do, and incorporate that into my decision of whether or not to choose to accept those points.","I explain and defend why I chose to accept or not accept specific points of feedback, and analyze feedback for any larger patterns that I might apply in the future."
LL.SM.2.a,LL.SM.2,Pursuing Goals,LL,Resource management,"Students recognize when they’re missing the tools or support needed to achieve a goal or complete a project. They pinpoint exactly what’s lacking, then take proactive steps to fill those gaps—whether by seeking out resources, asking for help, or finding creative solutions to ensure they succeed.","While working on an experiment to measure the effect of pH on enzyme activity, a student finds that their results don’t match the expected trend. They explore multiple possible reasons for the discrepancy: needing more trials, recalibrating equipment, and exploring more literature to understand enzyme behavior. The student asks their teacher for extra lab time, recalibrates their pH meter, and researches additional studies, ensuring they address all gaps and improve the accuracy and reliability of their findings.","I am aware when I do not have the resources I need to complete a goal, task, or project.","I can identify the resources that are needed to complete a goal, task, or project.","I identify gaps in my available resources compared to the resources I will need for a goal, task, or project, and develop strategies to fill those gaps.","I identify gaps in my available resources compared to the resources I will need for a goal, task or project, and develop strategies and self-advocate to fill those gaps."
LL.SM.2.b,LL.SM.2,Pursuing Goals,LL,Action planning,"Students not only capture their ideas, concerns and discoveries, they are also able to turn them into clear, actionable plans. They effectively and accurately articulate how these plans will help them reach their goals, ensuring that others can understand the steps they’ll take to make their vision a reality.","At the start of the semester, a student begins planning a final research project on the evolution of dystopian literature. They break down their plan into clear stages: initial research, thesis development, drafting, and revisions. They develop a timeline with checkpoints to allow for adjustments as they learn new theories and perspectives throughout the course. When presenting their plan to the teacher, the student effectively explains the logic behind each stage—such as scheduling extra time for thesis revision after class discussions—making it easy for the teacher to provide targeted feedback and support as they progress.",I can capture my ideas toward a plan for action.,I can translate my ideas and findings into individual or collaborative action plans.,"I translate my ideas, concerns, and findings into action plans that successfully meet identified goals.","I translate my ideas, concerns, and findings into action plans and effectively communicate how those plans will achieve my goal."
LL.SM.2.c,LL.SM.2,Pursuing Goals,LL,Adapting my approach,"Students can spot when a plan needs to be adjusted to help them reach their objectives. They creatively adapt their approach, thinking ahead to potential obstacles and challenges, and make thoughtful changes to ensure success in completing tasks, solving problems, and achieving their goals.","A student registers for four AP courses, planning to apply to top-tier colleges. By November, they are struggling in AP Chemistry due to the heavy workload. They consider dropping a course, but know that would harm their admission chances. Instead, they reorganize their after school schedule, allotting more time for chemistry so that they can join a study group and access online tutoring resources. By creatively revamping their original plan, the student stays on track to earn four AP credits.",I can identify adapted approaches to complete a task or achieve a goal.,I can explain adaptations to my approach to complete a task or achieve a goal.,"I create and evaluate adaptations to my approach to successfully complete a task, solve a problem, and achieve a goal.","I create and evaluate adaptations to my approach to successfully complete a task, solve a problem, and achieve a goal, as well as make plans for predicted potential obstacles and challenges."
LL.SM.2.d,LL.SM.2,Pursuing Goals,LL,Planning for postsecondary,"Students confidently draw on their strengths and address their challenges as they craft a postsecondary plan. They skillfully navigate the steps needed, anticipate potential obstacles, and create a path forward that sets them up for success beyond high school.","A student interested in a career in healthcare identifies their strong science skills but realizes they need more hands-on experience. They plan to take advanced science courses and seek volunteer opportunities at a local hospital, both to strengthen their college applications and to qualify for healthcare scholarships. By navigating these steps and anticipating challenges like college costs, they strategically position themselves for a smooth transition to a healthcare program after high school, supported by financial aid opportunities.",I understand the steps to start a plan for postsecondary goals.,I can navigate the steps toward implementing a plan for postsecondary goals by considering personal strengths and challenges.,I implement a plan for postsecondary goals by building on personal strengths and addressing challenges.,I skillfully build on personal strengths and personal challenges to create a postsecondary plan that accounts for potential obstacles.
LL.SM.3.a,LL.SM.3,Self-Regulation,LL,Self-Management,"Students learn to identify mindful strategies that can help them manage their emotions. They connect these strategies to specific emotions during moments of conflict and actively apply them to process emotions, reframe thoughts, and stay focused in difficult situations.","A student feels anxious before presenting their artwork for critique, knowing that feedback can sometimes be harsh. To manage these emotions, they listen to calming music before class and practice positive self-talk. This helps them stay composed and open to constructive criticism during the critique, allowing them to use the feedback to improve their work.","I can identify productive mindful strategies (breathing, exercise, music, etc.), and describe how they might help me.",I can make a connection between the emotions I am experiencing in a moment of conflict and at least one productive mindful strategy that might help me process and move forward.,"I apply productive self-management strategies (breathing, exercise, music, etc.) when meeting a goal or experiencing challenges.","I apply productive self-management strategies (breathing, exercise, music, etc.) to process emotions and reframe thoughts and behaviors when meeting a goal or experiencing challenges."
LL.SM.3.b,LL.SM.3,Self-Regulation,LL,Self-Monitoring,"Students self-reflect to assess whether their emotions are proportional to a situation. They identify patterns in how different situations affect them, and learn to anticipate their emotional responses based on past experiences. They proactively prepare themselves to manage their reactions in these anticipated situations, ensuring they stay composed and ready for whatever comes their way.","A student notices they often get derailed by difficult problems during tests. Reflecting on this, they recognize a pattern and realize their emotions hinder their performance by pulling their focus away from the questions to which they do know the answers. Before the next test, they mentally prepare by reminding themselves that it’s okay to skip over questions and return to them later, and that no single question is worth so much anxiety. Eventually this mindset feels natural not just before a test, but when the student approaches a challenging question in any scenario.",I can use self-reflection to determine if my emotions and feelings are proportional to a situation.,I can use self-reflection to identify trends in how different situations did and did not make me feel.,I anticipate when a situation is going to make me feel a certain way based on my past experiences.,I prepare myself to manage my reaction to anticipated situations.
OT.Creat.1.a,OT.Creat.1,Creative Process,OT,Asking questions,"Learners craft and explore their own authentic, complex questions and articulate what they don’t yet know about potential answers.","A high school student investigates their town’s early history asking, “What influenced the original settlement patterns?” Recognizing gaps in existing or acknowledged information as well as their own understanding, the student explores local archives, interviews local indigenous historians and further examines historical records.","I can identify when a question is complex, and explain why.",I can create complex questions about the world and people around me.,"I create and investigate my own authentic, complex questions about the world and people around me.","I create and investigate my own authentic, complex questions about the world and people around me and describe what I don’t know about the possible answer(s)."
OT.Creat.1.b,OT.Creat.1,Creative Process,OT,Connecting relevant ideas,"The ability to connect, modify, or combine two or more existing ideas in a relevant way is a key component of Creative Process.",A student wants to revamp a local community garden using a modest budget. They learn that some modern urban gardening practices are more expensive and less effective than agricultural techniques of early settlers. They combine practices from each to create a new lower cost method.,I can recognize when an existing idea is relevant to a question I am asking.,I can describe connections between two or more existing ideas.,I modify and/or combine two or more ideas to create a relevant new idea.,I modify and/or combine two or more existing ideas to meaningfully connect them to purposes or ideas within unexpected or different contexts.
OT.Creat.1.c,OT.Creat.1,Creative Process,OT,Innovative thinking,"Innovative thinkers try new ideas and improve existing ones, even when outcomes are uncertain. They practice self-reflection, evaluate assumptions, and take productive risks.","A group of students are struggling in a foreign language class. They form an afterschool club to practice together, but soon realize that without stronger speakers, they cannot help each other improve. They recognize that immersion opportunities in their local community are limited, so they pivot from an afterschool club to a virtual language club with native and non-native speakers from all over the world, demonstrating innovative problem-solving through reflection and adaptation.",I can contribute to a climate where risk taking is encouraged and failure/setbacks are not derided.,I can try a new idea or innovate on a former idea even when I’m unsure of the outcome.,"I try a new idea or innovate on a former idea (privately and/or publicly) even when I’m unsure of the outcome, and engage in self-reflection about how I felt.","I try new ideas and innovate on former ideas (privately and publicly) even when I’m unsure of the outcome, and engage in a self-reflection and evaluation process to reinforce my ability to take productive risks."
OT.Creat.1.d,OT.Creat.1,Creative Process,OT,Creating original works,"Creators of original works express, build upon, and/or transform a point of view, concept or idea, and describe what influenced their creation.","A student thinks they may spend too much time on social media. They combine coding skills with personal experience to develop a mobile app to monitor their social media use, warn them when they exceed preset limits, and recommend offline activities. The student writes a compelling description of their app, including the ability to connect offline with other students.",I can modify the creations of others to make something new.,I can produce original creations that are personally meaningful.,I produce original creations that express and build upon a concept and/or idea.,"I produce original creations that express, build upon, and/or transform a point of view, concept, and/or idea, and describe the influences that are present in my creations."
OT.Creat.2.a,OT.Creat.2,Sharing Ideas,OT,Seeking feedback,"Learners deliberately seek feedback on new ideas and engage as often as possible with diverse groups. They are able to explain how feedback informs their idea, and whether and why they incorporated feedback into a revised solution or concept.","A student who is analyzing “To Kill a Mockingbird” looks at reviews from different critics online, and also sets up listening sessions with peers, teachers, and a local nonprofit legal defense organization. After processing all the information, the student completes their own analysis, explaining how what they learned from various sources impacted their conclusions.",I can gain new insights on specific ideas and work by sharing them with people and describing their response.,I can gain new insights on specific ideas and work by asking helpful questions of a targeted and relevant audience.,I gain new insights on specific ideas and work by sharing them openly and asking open-ended questions with varied audiences.,"I intentionally pursue numerous opportunities to solicit feedback from varied audiences when considering a new idea, and explain my process for considering and/or incorporating that feedback."
OT.Creat.2.b,OT.Creat.2,Sharing Ideas,OT,Ideas for impact,"Based on an understanding of different perspectives and backgrounds, students anticipate how their work may impact others and consider this insight when sharing their work.","A student in their district's near-peer mentoring program designs a walking tour of a historic neighborhood for middle school students. They talk about how the neighbhorhood was founded in the Progressive Era, only to be met with blank stares. The student realizes that their middle school participants have never studied early 20th century history, and reworks the tour to include more historical background and connections to current neighborhood conditions, in order to feel more relevant to the middle schoolers' experiences.",I can describe the impact that I want my ideas and creative work to have on others.,"I can describe the impact that others’ ideas and creative work have had on me, and why.","I interrogate the impact that my ideas and creative work might have on others, and consider why it might impact some people differently.","Based on my knowledge of different backgrounds and perspectives, I analyze how my creative work may impact others and consider this insight when sharing my work."
OT.Creat.2.c,OT.Creat.2,Sharing Ideas,OT,Ideas in context,"Learners can recognize and explain the ways in which their work may challenge or refine certain accepted norms, social conventions, or the work of others. They can articulate the value of such a challenge by defining the benefits of their work to the world at large.","A student proposes a new interpretation of the Industrial Revolution, suggesting that technological innovations were driven more by collaboration among inventors than by individual genius. They justify their perspective by explaining how this view can lead to a more comprehensive understanding of historical progress; and benefit the field by highlighting the importance of teamwork, shared knowledge, and the contributions of historically marginalized individuals whose contributions too often went unheralded.","I can effectively describe the social conventions, norms, and expectations that exist around a certain idea or situation.",I can apply a synthesis of perspectives to develop ideas that challenge and/or refine cultural and social norms.,"I share ideas and creations that challenge and/or refine accepted norms, social conventions, and/or the work of others.","I justify how an idea or creation could challenge and/or refine accepted norms, social conventions, and/or the work of others, and the benefit it offers to the field or the greater good."
OT.Crit.1.a,OT.Crit.1,Interpreting Information,OT,Extracting ideas,Idea extraction identifies main points and key insights from a body of information. Successful idea extractors assess what’s really important and explain complex concepts in a simple way. They make connections and recognize themes.,"A student studying data visualization conducts a survey of classmates to determine postsecondary plans. The student graphs the data but struggles to interpret results because responses are so varied. Upon re-examining their data, the student realizes that some responses, such as ""college"" and ""university"" or ""job"" and ""work,"" could be collapsed into single categories. They recategorize their data and regraph it, discovering the common themes regarding their classmates' postsecondary goals.","I can name some ideas represented in information, research, and data.","I can identify the main ideas represented in information, research, and data.","I accurately identify the main ideas represented in information, research, and data across domains.","I accurately identify the main and supporting ideas and their relationships represented in information, research, and data."
OT.Crit.1.b,OT.Crit.1,Interpreting Information,OT,Relevance,"Evaluating relevance is about identifying and focusing on important and useful information. A student should be able to sift through content, pinpoint what matters for a given assignment, and set aside what doesn’t.","A student is working on a research project about local agriculture. While consulting Department of Agriculture and international reports, they encounter generalizations and data that do not reflect their local context. The student seeks out regional data and includes interviews with local farmers in making arguments about the agriculture sector in their region.",I can identify information that is connected to my central idea or question.,I can recognize when information is relevant to my central idea or question.,I evaluate how relevant information is (or is not) to my central idea or question.,I evaluate and justify how relevant information is to my central idea or question so that I select the most relevant pieces when necessary.
